ID,Name,Nome,Price,Drop chance,Description,Descrição,Type
1915,native tatoo,tatuagem de nativo,580,20,-,-,Quest
1916,skirt of leaves,saia de flores,585,20,-,-,Quest
1917,tribal mask,máscara tribal,590,20,-,-,Quest
1918,indigenous tools,ferramentas indígena,595,20,-,-,Quest
1919,survival weapon,arma do sobrevivente,600,20,-,-,Quest
1920,violent move,movimento violento,605,20,-,-,Quest
1921,rare petal,pétala rara,610,20,-,-,Quest
1922,fragant scent,essência fragante,615,20,-,-,Quest
1923,luscious tail,cauda melada,620,20,-,-,Quest
1924,delicious brain,cérebro delicioso,625,20,-,-,Quest
1925,shadow of the ruins,sombra das ruínas,630,20,-,-,Quest
1926,mouse cheese,queijo do rato,635,20,-,-,Quest
1927,conveninent lamp,lâmpada conveniente,640,20,-,-,Quest
1928,perfect snowdog,cachorro de neve perfeito,645,20,-,-,Quest
1929,worthless garbage,lixo sem valor,650,20,-,-,Quest
1930,radioactive ray,raio radioativo,655,20,-,-,Quest
1931,charged nuclei,núcleos carregados,660,20,-,-,Quest
1932,fused neutron,neutron fundido,665,20,-,-,Quest
1933,electromagnetic strength,força eletromagnética,670,20,-,-,Quest
1934,quantic vibration,vibração quântica,675,20,-,-,Quest
1935,atractive aroma,aroma atrativo,680,20,-,-,Quest
1936,rodent teeth,dente de roedor,685,20,-,-,Quest
1937,nuclear liquid,líquido nuclear,690,20,-,-,Quest
1938,molten rock,rocha derretida,695,20,-,-,Quest
1939,musical string,corda musical,700,20,-,-,Quest
1940,old jackknife,canivete velho,705,20,-,-,Quest
1941,hard wire,arame duro,710,20,-,-,Quest
1942,long piece of wood,peça longa de madeira,715,20,-,-,Quest
1943,warm blanket,lençol quentinho,720,20,-,-,Quest
1944,clown nose,nariz de palhaço,725,20,-,-,Quest
1945,warrior of the wolves,guerreira dos lobos,730,20,-,-,Quest
1946,boreal seed,semente boreal,735,20,-,-,Quest
1947,natural paint,pintura natural,740,20,-,-,Quest
1948,polar animal,animal polar,745,20,-,-,Quest
1949,unknown intuition,intuição desconhecida,750,20,-,-,Quest
1950,motivated semblant,semblante motivado,755,20,-,-,Quest
1951,constant bravery,bravura constante,760,20,-,-,Quest
1952,incisive flame,chama incisiva,765,20,-,-,Quest
1953,apocaliptic spear,lança apocalíptica,770,20,-,-,Quest
1954,otherworld eye,olho do outro mundo,775,20,-,-,Quest
1955,ludic puppet,fantoche lúdico,780,20,-,-,Quest
1956,boar mask,máscara de javali,785,20,-,-,Quest
1957,fervid hat,chapéu férvido,790,20,-,-,Quest
1958,timeless enchantment,encanto intemporal,795,20,-,-,Quest
1959,charming fragance,fragância charmosa,800,20,-,-,Quest
1960,letal vaccine,vacina letal,805,20,-,-,Quest
1961,enlighted dream,sonho iluminado,810,20,-,-,Quest
1962,blessed event,evento abençoado,815,20,-,-,Quest
1963,leap of faith,salto de fé,820,20,-,-,Quest
1964,large scroll,pergaminho largo,825,20,-,-,Quest
1965,writing ink,tinta de escrever,830,20,-,-,Quest
1966,gargolian wings,asas de gárgula,835,20,-,-,Quest
1967,vampiric look,olhar vampírico,840,20,-,-,Quest
1968,jurassic feather,pena jurássica,845,20,-,-,Quest
1969,teddy bear,ursinho de pelúcia,850,20,-,-,Quest
1970,contagious rhythm,ritmo contagiante,855,20,-,-,Quest
1971,iconic adams,adams icônico,860,20,-,-,Quest
1972,designed bookmark,marcador de livro desenhado,865,20,-,-,Quest
1973,artistic creation,criação artística,870,20,-,-,Quest
1974,autonomous hand,mão autônoma,875,20,-,-,Quest
1975,elixir of life,exilir da vida,880,20,-,-,Quest
1976,sphere of zygot,esfera de zigoto,885,20,-,-,Quest
1977,interactive living being,ser-vivo interativo,890,20,-,-,Quest
1978,ancient gas lamp,lampião antigo,895,20,-,-,Quest
1979,preserved papyrus,papiro conservado,900,20,-,-,Quest
1980,thoughtful note,nota pensativa,905,20,-,-,Quest
1981,calm writer,escritor calmo,910,20,-,-,Quest
1982,electric beverage,bebida elétrica,915,20,-,-,Quest
1983,recovered scratches,rabiscos recuperados,920,20,-,-,Quest
1984,fine sand,areia fina,925,20,-,-,Quest
1985,chill glue,cola tranquila,930,20,-,-,Quest
1986,exposed cable,cabo exposto,935,20,-,-,Quest
1987,alternative fingers,dedos alternativos,940,20,-,-,Quest
1988,plasticized records,registros plastificados,945,20,-,-,Quest
1989,vibrant pick,palheta vibrante,950,20,-,-,Quest
1990,medieval dinosaur,dinossauro medieval,955,20,-,-,Quest
1991,glitchy software,software bugado,960,20,-,-,Quest
1992,sweet juice,suco doce,965,20,-,-,Quest
1993,carbon powder,pó de carbono,970,20,-,-,Quest
1994,spacial sheet,folha sideral,975,20,-,-,Quest
1995,appetizing treat,mimo apetitoso,980,20,-,-,Quest
1996,cozy saddle,sela aconchegante,985,20,-,-,Quest
1997,dragon's aura,aura do dragão,990,20,-,-,Quest
1998,relaxed posture,postura relaxada,995,20,-,-,Quest
1999,frozen map,mapa congelado,1000,20,-,-,Quest
